,source,url,title,timestamp,label
2368,detik,https://finance.detik.com/berita-ekonomi-bisnis/d-5933446/masuk-daftar-orang-terkaya-ri-ini-10-sumber-kekayaan-mochtar-riady,"Masuk Daftar Orang Terkaya RI, Ini 10 Sumber Kekayaan Mochtar Riady",08 Feb 2022 15:50 WIB,properti
2369,kompas,http://www.kompas.com/global/read/2022/09/05/125957870/provokator-semikonduktor,Provokator Semikonduktor,"05/09/2022, 12:59 WIB",industri
2370,cnbc,https://www.cnbcindonesia.com/news/20221017151315-4-380311/pertamina-siapkan-us--150-m-untuk-transisi-energi-hingga-2060,Pertamina Siapkan US$ 150 M untuk Transisi Energi Hingga 2060,17-20-2022 00:00:00,teknologi
2371,cnn,https://www.cnnindonesia.com/ekonomi/20221019162308-85-862777/pemerintah-perintahkan-bpkp-audit-tata-niaga-industri-timah,Pemerintah Perintahkan BPKP Audit Tata Niaga Industri Timah,2022-10-20 12:35:43,industri
2372,detik,https://finance.detik.com/properti/d-5820673/ri-bisa-belajar-dari-as-jepang-yang-sukses-bangun-tod,RI Bisa Belajar dari AS-Jepang yang Sukses Bangun TOD,21 Nov 2021 16:30 WIB,properti
2373,kompas,http://nasional.kompas.com/read/2022/09/20/10343221/jokowi-pastikan-pemerintah-tak-hapus-daya-listrik-450-va,Jokowi Pastikan Pemerintah Tak Hapus Daya Listrik 450 VA,"20/09/2022, 10:34 WIB",pemerintahan
2374,cnbc,https://www.cnbcindonesia.com/news/20221016122443-4-380071/penerapan-energi-hijau-bumn-bergantung-pada-transisi-energi,Penerapan Energi Hijau BUMN Bergantung Pada Transisi Energi,16-20-2022 00:00:00,industri
2375,cnbc,https://www.cnbcindonesia.com/news/20221017202657-4-380413/penuhi-kebutuhan-listrik-ebt-sampai-2060-pln-butuh-us-600-m,"Penuhi Kebutuhan Listrik EBT Sampai 2060, PLN Butuh US$600 M",17-20-2022 00:00:00,teknologi
2376,detik,https://news.detik.com/internasional/d-5964095/detik-detik-rudal-rusia-hantam-gedung-pemerintahan-kharkiv,Detik-detik Rudal Rusia Hantam Gedung Pemerintahan Kharkiv,01 Mar 2022 17:46 WIB,perang
2377,kompas,http://money.kompas.com/read/2022/07/28/092107626/anak-usaha-bumn-pos-indonesia-buka-lowongan-kerja-untuk-lulusan-s1,Anak Usaha BUMN POS Indonesia Buka Lowongan Kerja untuk Lulusan S1,"28/07/2022, 09:21 WIB",properti
2378,cnn,https://www.cnnindonesia.com/ekonomi/20200307135920-92-481342/airlangga-desak-industri-serap-15-juta-ton-garam-petani,"Airlangga Desak Industri Serap 1,5 Juta Ton Garam Petani",2022-10-20 12:35:38,industri
2379,detik,https://finance.detik.com/industri/d-5836216/biar-bisa-bangkit-industri-otomotif-masih-perlu-diskon-ppnbm,"Biar Bisa Bangkit, Industri Otomotif Masih Perlu Diskon PPnBM?",01 Des 2021 16:53 WIB,industri
2380,cnbc,https://www.cnbcindonesia.com/news/20220927191253-4-375424/ini-dia-bukti-nyata-rusia-untung-besar-gegara-perang,Ini Dia Bukti Nyata Rusia Untung Besar Gegara Perang,16-20-2022 00:00:00,perang
2381,detik,https://finance.detik.com/foto-bisnis/d-5104671/dorongan-karyawan-industri-miliki-rumah-sendiri,Dorongan Karyawan Industri Miliki Rumah Sendiri,23 Jul 2020 09:09 WIB,industri
2382,cnbc,https://www.cnbcindonesia.com/news/20220915111104-4-372285/bocoran-terbaru-kapan-bsu-tahap-ii-cair-masuk-rekening-anda,Bocoran Terbaru Kapan BSU Tahap II Cair & Masuk Rekening Anda,18-20-2022 00:00:00,properti
2383,cnn,https://www.cnnindonesia.com/ekonomi/20220105132222-92-742857/china-perintahkan-evergrande-hancurkan-39-resor-karena-ilegal,China Perintahkan Evergrande Hancurkan 39 Resor karena Ilegal,2022-10-20 12:33:41,properti
2384,cnn,https://www.cnnindonesia.com/internasional/20200929172447-137-552361/infografis-perbandingan-militer-armenia-vs-azerbaijan,INFOGRAFIS: Perbandingan Militer Armenia vs Azerbaijan,2022-10-20 12:27:05,perang
2385,cnn,https://www.cnnindonesia.com/ekonomi/20210202161410-78-601411/bank-syariah-swasta-tak-ciut-dengan-bank-syariah-bumn,Bank Syariah Swasta Tak Ciut dengan Bank Syariah BUMN,2022-10-20 12:35:43,industri
2386,detik,https://inet.detik.com/cyberlife/d-5819119/bos-teknologi-tokopedia-raih-innovation--entrepreneurship-award-2021,Bos Teknologi Tokopedia Raih Innovation & Entrepreneurship Award 2021,19 Nov 2021 22:50 WIB,teknologi
2387,cnn,https://www.cnnindonesia.com/teknologi/20170801195052-189-231773/meizu-s7-pro-dan-s7-plus-dengan-layar-belakang-interaktif,Meizu S7 Pro dan S7 Plus dengan Layar Belakang Interaktif,2022-10-20 12:37:12,teknologi
2388,detik,https://news.detik.com/berita/d-5106526/pemerintah-pantau-53702-suspek-corona-pada-24-juli,Pemerintah Pantau 53.702 Suspek Corona pada 24 Juli,24 Jul 2020 16:06 WIB,pemerintahan
2389,kompas,http://money.kompas.com/read/2022/09/12/160122926/kemenperin-janji-beri-kemudahan-akses-bahan-baku-bagi-ikm,Kemenperin Janji Beri Kemudahan Akses Bahan Baku bagi IKM,"12/09/2022, 16:01 WIB",industri
2390,cnn,https://www.cnnindonesia.com/olahraga/20180623150006-142-308365/8-drama-yang-libatkan-var-di-piala-dunia-2018,8 Drama yang Libatkan VAR di Piala Dunia 2018,2022-10-20 12:37:13,teknologi
2391,detik,https://news.detik.com/berita/d-5514146/pemerintah-godok-sanksi-buat-warga-yang-nekat-mudik-lebaran-2021,Pemerintah Godok Sanksi Buat Warga yang Nekat Mudik Lebaran 2021,30 Mar 2021 18:12 WIB,pemerintahan
2392,cnbc,https://www.cnbcindonesia.com/market/20221012070525-17-379003/imf-dan-putin-tak-sanggup-bantu-harga-emas-turun-terus,"IMF dan Putin 'Tak Sanggup Bantu', Harga Emas Turun Terus!",18-20-2022 00:00:00,perang
2393,cnn,https://www.cnnindonesia.com/internasional/20220705231955-134-817717/pbb-kutuk-perang-rusia-ukraina-yang-tak-kunjung-usai,PBB Kutuk Perang Rusia-Ukraina yang Tak Kunjung Usai,2022-10-20 12:27:07,perang
2394,cnbc,https://www.cnbcindonesia.com/news/20221013055649-4-379288/2023-sepertiga-dunia-bakal-makin-gelap-sudah-ada-korban,"2023 Sepertiga Dunia Bakal Makin 'Gelap', Sudah Ada Korban",18-20-2022 00:00:00,perang
2395,cnn,https://www.cnnindonesia.com/ekonomi/20220301155640-92-765451/pmi-manufaktur-merosot-ke-512-gegara-penyebaran-omicron-di-februari,"PMI Manufaktur Merosot ke 51,2 Gegara Penyebaran Omicron di Februari",2022-10-20 12:35:37,industri
2396,detik,https://www.detik.com/jatim/bisnis/d-6111913/walkotkediri-ajak-industri-majukan-perekonomian,Walkot Kediri Ajak Industri Majukan Perekonomian,05 Jun 2022 22:11 WIB,industri
2397,kompas,http://www.kompas.com/tren/read/2022/10/01/110500765/wacana-pengadaan-mobil-listrik-pejabat-gunakan-apbn-pengamat--pemerintah,"Wacana Pengadaan Mobil Listrik Pejabat Gunakan APBN, Pengamat: Pemerintah seperti Melayani Dirinya Sendiri","01/10/2022, 11:05 WIB",pemerintahan
2398,detik,https://news.detik.com/berita/d-5194286/bertambah-4284-kasus-corona-di-ri-30-september-jadi-287008,"Bertambah 4.284, Kasus Corona di RI 30 September Jadi 287.008",30 Sep 2020 15:18 WIB,pemerintahan
2399,kompas,http://www.kompas.com/global/read/2022/08/01/170500370/anak-perusahaan-evergrande-gagal-bayar-utang-harus-serahkan-jaminan-rp-16,"Anak Perusahaan Evergrande Gagal Bayar Utang, Harus Serahkan Jaminan Rp 16 Triliun","01/08/2022, 17:05 WIB",properti
2400,detik,https://finance.detik.com/berita-ekonomi-bisnis/d-5676296/industri-esensial-dibuka-bertahap-karyawan-100-dibagi-minimal-2-shift,"Industri Esensial Dibuka Bertahap, Karyawan 100% Dibagi Minimal 2 Shift",09 Agu 2021 21:49 WIB,industri
2401,cnn,https://www.cnnindonesia.com/nasional/20221011183822-32-859205/ahy-bicara-kans-jadi-cawapres-anies-harap-komunikasi-makin-intens,"AHY Bicara Kans Jadi Cawapres Anies, Harap Komunikasi Makin Intens",2022-10-20 12:24:28,pemerintahan
2402,cnbc,https://www.cnbcindonesia.com/news/20221011135843-4-378838/wuling-ungkap-jurus-agar-rakyat-ri-hijrah-ke-mobil-listrik,Wuling Ungkap Jurus Agar Rakyat RI 'Hijrah' ke Mobil Listrik,18-20-2022 00:00:00,teknologi
2403,detik,https://www.detik.com/edu/detikpedia/d-5958612/tugas-dan-peran-nato-dalam-konflik-dunia-termasuk-rusia-vs-ukraina,"Tugas dan Peran NATO dalam Konflik Dunia, Termasuk Rusia Vs Ukraina",25 Feb 2022 14:45 WIB,perang
2404,cnbc,https://www.cnbcindonesia.com/lifestyle/20221019164125-33-380995/ini-aturan-lengkap-kemenkes-soal-larangan-konsumsi-obat-sirup,Ini Aturan Lengkap Kemenkes Soal Larangan Konsumsi Obat Sirup,18-20-2022 00:00:00,pemerintahan
2405,kompas,http://otomotif.kompas.com/read/2022/07/31/084100915/mengenal-teknologi-honda-sensing-yang-ada-di-mobil-honda,Mengenal Teknologi Honda Sensing yang Ada di Mobil Honda,"31/07/2022, 08:41 WIB",teknologi
2406,cnn,https://www.cnnindonesia.com/ekonomi/20211231141059-92-741064/mengukur-cuan-mentereng-di-tahun-macan-air,Mengukur Cuan Mentereng di Tahun Macan Air,2022-10-20 12:33:41,properti
2407,cnn,https://www.cnnindonesia.com/nasional/20220221062153-20-761685/andi-widjajanto-bongkar-ancaman-perang-china-di-samudera-dekat-ri,Andi Widjajanto Bongkar Ancaman Perang China di Samudera Dekat RI,2022-10-20 12:27:01,perang
2408,cnbc,https://www.cnbcindonesia.com/market/20221013093033-17-379352/dear-pekerja-informal-sambangi-btn-kalau-sulit-dapat-kpr,"Dear Pekerja Informal, Sambangi BTN Kalau Sulit Dapat KPR",13-20-2022 00:00:00,properti
2409,cnn,https://www.cnnindonesia.com/ekonomi/20211012142105-85-706655/krisis-energi-pabrik-di-inggris-terancam-gulung-tikar,"Krisis Energi, Pabrik di Inggris Terancam Gulung Tikar",2022-10-20 12:35:36,industri
2410,cnbc,https://www.cnbcindonesia.com/market/20221014101931-17-379695/ihsg-masih-gloomy-pantau-dulu-kabar-pasar-terupdate,"IHSG Masih Gloomy, Pantau Dulu Kabar Pasar Terupdate",14-20-2022 00:00:00,industri
2411,cnbc,https://www.cnbcindonesia.com/tech/20221018180125-40-380718/gajinya-selangit-3-profesi-it-yang-jadi-rebutan-perusahaan,Gajinya Selangit! 3 Profesi IT yang Jadi Rebutan Perusahaan,18-20-2022 00:00:00,teknologi
2412,cnbc,https://www.cnbcindonesia.com/market/20221010091849-17-378393/10-saham-paling-dicampakkan-asing-tahun-ini-ada-jagoanmu,"10 Saham Paling Dicampakkan Asing Tahun Ini, Ada Jagoanmu?",18-20-2022 00:00:00,properti
2413,cnbc,https://www.cnbcindonesia.com/lifestyle/20221014115208-33-379729/transvision-luncurkan-trinvi-pembukaan-private-sales-nft,Transvision Luncurkan TRINVI & Pembukaan Private Sales NFT,14-20-2022 00:00:00,industri
2414,cnn,https://www.cnnindonesia.com/nasional/20221007143931-32-857663/jokowi-kantongi-3-nama-calon-pj-gubernur-dki-pengganti-anies-baswedan,Jokowi Kantongi 3 Nama Calon Pj Gubernur DKI Pengganti Anies Baswedan,2022-10-20 12:24:24,pemerintahan
2415,cnn,https://www.cnnindonesia.com/ekonomi/20200812103636-78-534769/survei-bi-harga-hunian-melambat-sepanjang-kuartal-ii-2020,"Survei BI, Harga Hunian Melambat Sepanjang Kuartal II 2020",2022-10-20 12:33:41,properti
2416,cnn,https://www.cnnindonesia.com/nasional/20211217110433-20-735238/dikritik-warganet-staf-ahli-menkominfo-akui-salah-unggah-narasi-foto,"Dikritik Warganet, Staf Ahli Menkominfo Akui Salah Unggah Narasi Foto",2022-10-20 12:27:01,perang
2417,cnn,https://www.cnnindonesia.com/tv/20220330163705-434-778037/video-perang-ancam-stok-pangan-dunia,VIDEO: Perang Ancam Stok Pangan Dunia,2022-10-20 12:27:07,perang
2418,detik,https://news.detik.com/berita/d-5857591/dpr-minta-pemerintah-pertimbangkan-aturan-nataru-usai-omicron-masuk-ri,DPR Minta Pemerintah Pertimbangkan Aturan Nataru Usai Omicron Masuk RI,16 Des 2021 13:28 WIB,pemerintahan
2419,kompas,http://www.kompas.com/global/read/2022/10/02/170000970/kalah-di-lyman-putin-disarankan-kadyrov-pakai-senjata-nuklir-saja,"Kalah di Lyman, Putin Disarankan Kadyrov Pakai Senjata Nuklir Saja","02/10/2022, 17:00 WIB",perang
2420,cnbc,https://www.cnbcindonesia.com/tech/20221013142350-37-379490/ekonomi-masih-diliputi-ketidakpastian-ini-langkah-allobank,"Ekonomi Masih Diliputi Ketidakpastian, Ini Langkah AlloBank",13-20-2022 00:00:00,industri
2421,cnn,https://www.cnnindonesia.com/ekonomi/20220224170618-92-763652/menperin-cabut-izin-operasional-5193-perusahaan,Menperin Cabut Izin Operasional 5.193 Perusahaan,2022-10-20 12:35:37,industri
2422,cnbc,https://www.cnbcindonesia.com/news/20221012174305-8-379240/ekonomi-dunia-kian-gelap-nasib-ri-gimana-ya,"Ekonomi Dunia Kian Gelap, Nasib RI Gimana ya?",18-20-2022 00:00:00,perang
2423,cnbc,https://www.cnbcindonesia.com/news/20221019122441-4-380882/gali-tanah-tak-sengaja-dapat-guci-ternyata-isi-harta-karun,"Gali Tanah Tak Sengaja Dapat Guci, Ternyata Isi Harta Karun",17-20-2022 00:00:00,pemerintahan
2424,kompas,http://www.kompas.com/global/read/2022/09/02/062300270/rangkuman-hari-ke-190-serangan-rusia-ke-ukraina-penembakan-di-energodar,"Rangkuman Hari Ke-190 Serangan Rusia ke Ukraina, Penembakan di Energodar, IAEA Putuskan Menetap di PLTN Zaporizhzhia","02/09/2022, 06:23 WIB",perang
2425,cnn,https://www.cnnindonesia.com/teknologi/20210113111935-190-593036/cara-cek-spesifikasi-laptop-dengan-os-windows,Cara Cek Spesifikasi Laptop dengan OS Windows,2022-10-20 12:37:17,teknologi
2426,detik,https://news.detik.com/berita/d-5994800/jokowi-perang-bikin-pusing-semua-negara,Jokowi: Perang Bikin Pusing Semua Negara,22 Mar 2022 10:51 WIB,perang
2427,cnbc,https://www.cnbcindonesia.com/news/20221006124345-4-377699/apartemen-seken-rp65-an-juta-beneran-atau-nggak-cek-di-sini,"Apartemen Seken Rp65-an Juta, Beneran atau Nggak? Cek di Sini",18-20-2022 00:00:00,properti
2428,detik,https://finance.detik.com/properti/d-6245999/ada-pameran-properti-ikn-minat-beli-rumah-di-ibu-kota-baru,"Ada Pameran Properti IKN, Minat Beli Rumah di Ibu Kota Baru?",21 Agu 2022 14:15 WIB,properti
2429,detik,https://news.detik.com/internasional/d-5958193/presiden-ukraina-zelenskiy-mengaku-jadi-target-utama-rusia,Presiden Ukraina Zelenskiy Mengaku Jadi Target Utama Rusia,25 Feb 2022 08:58 WIB,perang
2430,cnbc,https://www.cnbcindonesia.com/market/20221013143933-17-379496/imf-ramal-indonesia-masih-bisa-pesta-durian-runtuh-tapi,"IMF Ramal Indonesia Masih Bisa Pesta 'Durian Runtuh', Tapi...",13-20-2022 00:00:00,perang
2431,cnbc,https://www.cnbcindonesia.com/news/20221012121353-4-379104/inflasi-menggila-won-merana-korsel-kerek-suku-bunga-50-bps,"Inflasi Menggila, Won Merana: Korsel Kerek Suku Bunga 50 bps",18-20-2022 00:00:00,perang
2432,detik,https://www.detik.com/edu/detikpedia/d-6338406/sosialisasi-politik-definisi-cara-kerja-dan-sarana-penyampaiannya,"Sosialisasi Politik: Definisi, Cara Kerja, dan Sarana Penyampaiannya",10 Okt 2022 10:30 WIB,pemerintahan
2433,cnbc,https://www.cnbcindonesia.com/news/20221005145408-4-377449/diam-diam-proyek-baru-ditahan-apartemen-mau-mati-suri,"Diam-diam Proyek Baru Ditahan, Apartemen Mau 'Mati Suri'?",17-20-2022 00:00:00,properti
2434,cnn,https://www.cnnindonesia.com/ekonomi/20200531133655-92-508482/ekspansi-pabrik-china-melambat-pada-mei-2020,Ekspansi Pabrik China Melambat pada Mei 2020,2022-10-20 12:35:35,industri
2435,detik,https://finance.detik.com/berita-ekonomi-bisnis/d-6104439/canggih-ini-dia-2-fasilitasteknologi-baru-dari-bin,Canggih! Ini Dia 2 Fasilitas Teknologi Baru dari BIN,31 Mei 2022 16:47 WIB,teknologi
2436,kompas,http://www.kompas.com/homey/read/2022/07/04/150500176/3-hal-yang-perlu-dipertimbangkan-sebelum-menggunakan-jasa-pindah-rumah,3 Hal yang Perlu Dipertimbangkan Sebelum Menggunakan Jasa Pindah Rumah,"04/07/2022, 15:05 WIB",properti
2437,kompas,http://www.kompas.com/skola/read/2022/07/16/103000969/contoh-teori-determinisme-teknologi,Contoh Teori Determinisme Teknologi,"16/07/2022, 10:30 WIB",teknologi
2438,cnbc,https://www.cnbcindonesia.com/tech/20221014104337-37-379701/barito-pacific-investasi-di-startup-pemulung,Barito Pacific Investasi di Startup 'Pemulung',14-20-2022 00:00:00,teknologi
2439,cnbc,https://www.cnbcindonesia.com/market/20221014150128-17-379804/tumbang-dan-terkapar-rupiah-tembus-rp-15425-us-,Tumbang dan Terkapar! Rupiah Tembus Rp 15.425/US$,14-20-2022 00:00:00,industri
2440,detik,https://news.detik.com/berita/d-5508720/golkar-dukung-larangan-mudik-lebaran-akibat-liburan-positif-covid-naik-tajam,Golkar Dukung Larangan Mudik Lebaran: Akibat Liburan Positif COVID Naik Tajam,26 Mar 2021 13:11 WIB,pemerintahan
2441,detik,https://finance.detik.com/infrastruktur/d-6009909/proyek-infrastrutur-digeber-sumatera-kian-dilirik-pengusaha,"Proyek Infrastrutur Digeber, Sumatera Kian Dilirik Pengusaha",31 Mar 2022 13:31 WIB,properti
2442,detik,https://www.detik.com/edu/detikpedia/d-5878661/kenapa-negara-tidak-mencetak-uang-sebanyak-banyaknya-agar-bebas-utang,Kenapa Negara Tidak Mencetak Uang Sebanyak-banyaknya agar Bebas Utang?,31 Des 2021 17:00 WIB,perang
2443,cnbc,https://www.cnbcindonesia.com/news/20221014145952-4-379803/menteri-esdm-blu-batu-bara-berlaku-awal-tahun-2023,Menteri ESDM: BLU Batu Bara Berlaku Awal Tahun 2023,14-20-2022 00:00:00,industri
2444,detik,https://finance.detik.com/berita-ekonomi-bisnis/d-5323007/ada-titik-terang-sektor-ini-diramal-paling-cepat-bangkit-dari-corona,Ada Titik Terang! Sektor Ini Diramal Paling Cepat Bangkit dari Corona,06 Jan 2021 13:03 WIB,industri
2445,kompas,http://www.kompas.com/global/read/2022/09/15/060200270/100-tentara-tewas-dalam-konflik-armenia-azerbaijan-ini-latar-belakang-dan,"100 Tentara Tewas dalam Konflik Armenia-Azerbaijan, Ini Latar Belakang dan Pemicu Bentrokan Terbaru","15/09/2022, 06:02 WIB",perang
2446,detik,https://www.detik.com/edu/detikpedia/d-6171710/15-negara-paling-berbahaya-di-dunia-ada-negara-asia,"15 Negara Paling Berbahaya di Dunia, Ada Negara Asia?",10 Jul 2022 16:00 WIB,perang
2447,kompas,http://www.kompas.com/properti/read/2022/07/25/093000321/-populer-properti-kembali-dibangun-jembatan-palu-iv-didesain-tangguh,"[POPULER PROPERTI] Kembali Dibangun, Jembatan Palu IV Didesain Tangguh Bencana ","25/07/2022, 09:30 WIB",properti
2448,cnn,https://www.cnnindonesia.com/internasional/20220702121905-134-816378/ledakan-besar-terdengar-di-kota-mykolaiv-ukraina,Ledakan Besar Terdengar di Kota Mykolaiv Ukraina,2022-10-20 12:27:07,perang
2449,cnn,https://www.cnnindonesia.com/nasional/20221011131602-32-859006/ketua-dprd-dki-harap-heru-budi-bisa-atasi-banjir-dan-macet-jakarta,Ketua DPRD DKI Harap Heru Budi Bisa Atasi Banjir dan Macet Jakarta,2022-10-20 12:24:28,pemerintahan
2450,cnn,https://www.cnnindonesia.com/ekonomi/20220817204128-92-835809/pt-pp-raup-kontrak-baru-rp1355-t-hingga-akhir-juli-2022,"PT PP Raup Kontrak Baru Rp13,55 T hingga Akhir Juli 2022",2022-10-20 12:33:48,properti
2451,kompas,http://nasional.kompas.com/read/2022/10/04/05000011/4-sikap-dan-langkah-pemerintah-dalam-tragedi-kanjuruhan,4 Sikap dan Langkah Pemerintah dalam Tragedi Kanjuruhan,"04/10/2022, 05:00 WIB",pemerintahan
2452,cnn,https://www.cnnindonesia.com/ekonomi/20220819160430-78-836603/china-selidiki-penyaluran-kredit-ke-sektor-properti,China Selidiki Penyaluran Kredit ke Sektor Properti,2022-10-20 12:33:48,properti
2453,detik,https://finance.detik.com/properti/d-6307411/pilu-warga-as-sulit-punya-rumah-ngontrak-pun-mahal,"Pilu Warga AS Sulit Punya Rumah, Ngontrak Pun Mahal!",23 Sep 2022 08:44 WIB,properti
2454,detik,https://finance.detik.com/industri/d-5584959/pmi-manufaktur-mulai-membaik-tapi-industri-hulu-belum-pulih,"PMI Manufaktur Mulai Membaik, tapi Industri Hulu Belum Pulih",28 Mei 2021 07:35 WIB,industri
2455,kompas,http://money.kompas.com/read/2022/08/09/103900226/rugi-besar-softbank-tekor-rp-342-7-triliun-pada-kuartal-ii-2022,"Rugi Besar, Softbank Tekor Rp 342,7 Triliun pada Kuartal II 2022","09/08/2022, 10:39 WIB",teknologi
2456,kompas,http://www.kompas.com/properti/read/2022/05/31/170000021/rumah-seken-kian-diminati-cek-hal-ini-sebelum-membeli,"Rumah Seken Kian Diminati, Cek Hal Ini Sebelum Membeli","31/05/2022, 17:00 WIB",properti
2457,detik,https://inet.detik.com/detiktv/d-6001965/5-smartphone-yang-rilis-bulan-maret-2022,5 Smartphone yang Rilis Bulan Maret 2022,26 Mar 2022 12:34 WIB,teknologi
2458,cnbc,https://www.cnbcindonesia.com/news/20221014153524-4-379829/ini-bukti-badai-sudah-datang-industri-sepatu-ri-korban,"Ini Bukti 'Badai Sudah Datang', Industri Sepatu RI Korban",14-20-2022 00:00:00,industri
2459,cnbc,https://www.cnbcindonesia.com/market/20221018070054-17-380445/dari-kebaikan-ojk-hingga-kekayaan-konglomerat-ambles-rp-59-t,Dari Kebaikan OJK Hingga Kekayaan Konglomerat Ambles Rp 59 T,17-20-2022 00:00:00,industri
2460,cnbc,https://www.cnbcindonesia.com/news/20220917101521-4-372875/cnbc-indonesia-awards-bakal-hadirkan-juara-di-berbagai-sektor,CNBC Indonesia Awards Bakal Hadirkan Juara di Berbagai Sektor,18-20-2022 00:00:00,properti
2461,kompas,http://nasional.kompas.com/read/2022/08/16/16051521/dorong-industri-film-dan-sastra-jokowi-janji-tingkatkan-dana-abadi,"Dorong Industri Film dan Sastra, Jokowi Janji Tingkatkan Dana Abadi Kebudayaan","16/08/2022, 16:05 WIB",industri
2462,cnn,https://www.cnnindonesia.com/tv/20160320093000-413-130596/memaksimalkan-penggunaan-blog-dengan-plug-in,Memaksimalkan Penggunaan Blog Dengan Plug-In,2022-10-20 12:37:12,teknologi
2463,cnbc,https://www.cnbcindonesia.com/market/20221019081809-17-380785/dari-posisi-grup-djarum-hingga-anthoni-salim-di-bumi,Dari Posisi Grup Djarum Hingga Anthoni Salim di BUMI,18-20-2022 00:00:00,pemerintahan
2464,cnbc,https://www.cnbcindonesia.com/news/20221011201443-4-378973/jokowi-ngaku-sempat-ogah-ke-tambang-freeport-ada-apa,"Jokowi Ngaku Sempat Ogah ke Tambang Freeport, Ada Apa?",18-20-2022 00:00:00,teknologi
2465,kompas,http://otomotif.kompas.com/read/2022/08/05/161547015/prinsipal-bertemu-luhut-bahas-investasi-ini-kata-ford-indonesia,"Prinsipal Bertemu Luhut Bahas Investasi, Ini Kata Ford Indonesia","05/08/2022, 16:15 WIB",industri
2466,detik,https://wolipop.detik.com/home/d-5965020/6-dekorasi-ruang-tamu-minimalis-yang-cocok-untuk-rumah-kecil,6 Dekorasi Ruang Tamu Minimalis yang Cocok untuk Rumah Kecil,02 Mar 2022 11:30 WIB,properti
2467,cnn,https://www.cnnindonesia.com/nasional/20221006084459-32-856969/dinamika-politik-usai-nasdem-deklarasi-anies-baswedan-capres,Dinamika Politik Usai NasDem Deklarasi Anies Baswedan Capres,2022-10-20 12:24:18,pemerintahan
2468,cnn,https://www.cnnindonesia.com/teknologi/20180319094303-185-284076/coca-cola-gunakan-teknologi-blockchain-basmi-kerja-paksa,Coca Cola Gunakan Teknologi Blockchain Basmi Kerja Paksa,2022-10-20 12:37:13,teknologi
2469,kompas,http://megapolitan.kompas.com/read/2022/07/11/05560151/anies-minta-pemda-lain-ikuti-jakarta-sanksi-tegas-industri-yang-cemari,"Anies Minta Pemda Lain Ikuti Jakarta, Sanksi Tegas Industri yang Cemari Lingkungan Udara","11/07/2022, 05:56 WIB",industri
2470,cnn,https://www.cnnindonesia.com/ekonomi/20200323200303-92-486223/hindari-phk-pengusaha-tekstil-minta-modal-kerja-ke-jokowi,"Hindari PHK, Pengusaha Tekstil Minta Modal Kerja ke Jokowi",2022-10-20 12:35:28,industri
2471,cnn,https://www.cnnindonesia.com/ekonomi/20210128140021-532-599520/negara-bisa-kuasai-industri-strategis-dan-batasi-modal-asing,Negara Bisa Kuasai Industri Strategis dan Batasi Modal Asing,2022-10-20 12:35:43,industri
2472,cnbc,https://www.cnbcindonesia.com/news/20221017082843-4-380159/menkeu-bos-bank-sentral-g20-ketar-ketir-hadapi-momok-ini,Menkeu & Bos Bank Sentral G20 Ketar-Ketir Hadapi Momok Ini,16-20-2022 00:00:00,perang
2473,cnn,https://www.cnnindonesia.com/ekonomi/20210716112201-92-668536/menperin-akui-ada-pabrik-beroperasi-penuh-saat-ppkm-darurat,Menperin Akui Ada Pabrik Beroperasi Penuh saat PPKM Darurat,2022-10-20 12:35:35,industri
2474,cnn,https://www.cnnindonesia.com/teknologi/20211201144148-185-728491/deretan-ceo-dan-potensi-india-jadi-episentrum-teknologi-dunia,Deretan CEO dan Potensi India Jadi Episentrum Teknologi Dunia,2022-10-20 12:37:19,teknologi
2475,cnbc,https://www.cnbcindonesia.com/news/20221006144434-4-377744/bukan-cuma-bu-ini-biang-kerok-orang-kaya-obral-apartemen,"Bukan Cuma BU, Ini Biang Kerok Orang Kaya Obral Apartemen",18-20-2022 00:00:00,properti
2476,cnbc,https://www.cnbcindonesia.com/market/20221019065053-17-380762/duh-emas-menguat-3-hari-tapi-masih-dipandang-sebelah-mata,"Duh Emas! Menguat 3 Hari, tapi Masih Dipandang Sebelah Mata",18-20-2022 00:00:00,pemerintahan
2477,cnn,https://www.cnnindonesia.com/ekonomi/20220223124620-78-762912/ppatk-wanti-wanti-pencucian-uang-50-dari-nft-sampai-kripto,PPATK Wanti-wanti Pencucian Uang 5.0: Dari NFT Sampai Kripto,2022-10-20 12:37:20,teknologi
2478,kompas,http://www.kompas.com/properti/read/2022/07/21/060000521/tingkatkan-kompetensi-pengembang-rei-gelar-diklat-di-banten,"Tingkatkan Kompetensi Pengembang, REI Gelar Diklat di Banten","21/07/2022, 06:00 WIB",properti
2479,cnn,https://www.cnnindonesia.com/tv/20220210145039-413-757561/video-penata-musik-elemen-penting-dalam-film,"VIDEO: Penata Musik, Elemen Penting Dalam Film",2022-10-20 12:37:20,teknologi
2480,cnn,https://www.cnnindonesia.com/ekonomi/20201228185117-97-587132/wajah-teknologi-ri-siap-tampil-di-hannover-messe-jerman-2021,Wajah Teknologi RI Siap Tampil di Hannover Messe Jerman 2021,2022-10-20 12:35:32,industri
